95.0	2.0	3.0	35.55749988555908	8.7481689453125
93.0	2.0	3.0	34.32515525817871	10.276625394821167
143.0	3.0	3.0	210.85524535179138	12.305336236953735
115.0	1.0	3.0	14.16644835472107	17.081881999969482
159.0	2.0	1.0	111.62457060813904	18.36971163749695
129.0	1.0	2.0	26.92539143562317	21.9706711769104
150.0	3.0	3.0	341.98671984672546	26.365458726882935
162.0	3.0	2.0	411.10053968429565	19.25941777229309
118.0	2.0	3.0	96.85356593132019	23.58236002922058
147.0	3.0	1.0	313.7826464176178	11.232089519500732
82.0	3.0	1.0	94.10269403457642	5.535096168518066
52.0	3.0	1.0	39.90000033378601	2.2988991737365723
19.0	3.0	1.0	5.573054313659668	1.023482084274292
12.0	1.0	1.0	0.3433239459991455	0.9839093685150146
13.0	1.0	3.0	0.3919539451599121	1.8750853538513184
21.0	3.0	2.0	6.787748575210571	1.3542702198028564
10.0	2.0	2.0	0.8205313682556152	1.1889054775238037
9.0	3.0	1.0	1.4037525653839111	0.6165928840637207
9.0	2.0	2.0	0.6684188842773438	0.7184145450592041
7.0	3.0	1.0	0.9102256298065186	0.31506848335266113
3.0	1.0	1.0	0.04142642021179199	0.29839658737182617
3.0	2.0	3.0	0.1102304458618164	0.38562822341918945
6.0	2.0	1.0	0.32924675941467285	0.2543344497680664
4.0	1.0	3.0	0.05308723449707031	0.46581339836120605
4.0	1.0	1.0	0.06012535095214844	0.39725565910339355
6.0	1.0	3.0	0.11320304870605469	0.771928071975708
10.0	1.0	1.0	0.24056434631347656	0.7327291965484619
8.0	1.0	1.0	0.1740107536315918	0.694277286529541
8.0	3.0	1.0	1.1266777515411377	0.34197044372558594
3.0	2.0	1.0	0.1276991367340088	0.24016308784484863
4.0	1.0	2.0	0.07771611213684082	0.3837249279022217
4.0	2.0	2.0	0.16651034355163574	0.41170382499694824
4.0	2.0	2.0	0.17792820930480957	0.37392449378967285
5.0	3.0	2.0	0.48146677017211914	0.28403401374816895
3.0	3.0	2.0	0.19843363761901855	0.20759844779968262
3.0	3.0	3.0	0.20656895637512207	0.23768854141235352
3.0	1.0	3.0	0.033985137939453125	0.35975193977355957
5.0	2.0	1.0	0.2490217685699463	0.2012319564819336
2.0	2.0	3.0	0.05934906005859375	0.2682347297668457
4.0	2.0	3.0	0.17742466926574707	0.3828108310699463
5.0	2.0	2.0	0.25518083572387695	0.3644728660583496
4.0	1.0	3.0	0.06137394905090332	0.5461561679840088
6.0	2.0	2.0	0.3702507019042969	0.5432090759277344
7.0	2.0	1.0	0.46349263191223145	0.3780481815338135
4.0	2.0	3.0	0.1672217845916748	0.48502659797668457
4.0	2.0	3.0	0.16830158233642578	0.5701963901519775
5.0	2.0	3.0	0.18046164512634277	0.6996188163757324
9.0	3.0	3.0	1.3958845138549805	0.8301570415496826
6.0	1.0	3.0	0.11329436302185059	1.0287010669708252
